Runtime,Aspect_Ratio,Content_Rating_Score,Genre_Musical,Genre_Romance,Genre_Sport,Genre_Crime,Genre_Documentary,Genre_Film_Noir,Genre_Short,Genre_Fantasy,Genre_Horror,Genre_Comedy,Genre_Western,Genre_Thriller,Genre_War,Genre_Animation,Genre_Family,Genre_Mystery,Genre_Adventure,Genre_Drama,Genre_History,Genre_Biography,Genre_Sci_Fi,Genre_News,Genre_Action,Release_Month,Director_Avg_Movie_Revenue,Lead_Actor_Avg_Movie_Revenue,Budget,Lead_Actor_Name,Director_Name,Revenue,class
146,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,314,117,100,Haley Joel Osment,Steven Spielberg,235,1
88,2.35,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,188,118,90,Eddie Murphy,Rob Minkoff,182,1
150,2.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,276,144,90,Jodie Foster,Robert Zemeckis,171,1
119,1.85,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,190,71,95,Kevin Bacon,Paul Verhoeven,190,1
106,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,107,69,90,Logan Lerman,Thor Freudenthal,174,1
117,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,251,215,95,Angelina Jolie,Jan de Bont,156,1
129,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,8,273,272,90,Jesse Eisenberg,Jon M. Chu,334,2
116,2.35,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,191,92,68,Val Kilmer,Phillip Noyce,118,1
114,2.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,855,304,90,Gary Sinise,Brian De Palma,60,1
96,2.35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,414,322,90,Jesse Eisenberg,Carlos Saldanha,484,3
132,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,235,159,100,Robin Williams,Chris Columbus,93,1
104,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,205,180,90,Tommy Lee Jones,Mick Jackson,80,1
111,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9,168,226,86,Harrison Ford,Alan J. Pakula,140,1
129,2.35,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,89,228,20,Arnold Schwarzenegger,John Milius,79,2
144,2.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,232,184,88,Russell Crowe,Ron Howard,108,1
140,2.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,288,76,87,Jeff Bridges,Gary Ross,148,1
113,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,5,401,488,92,Helen Hunt,Jan de Bont,494,4
143,1.85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,326,363,90,Tom Hanks,Robert Zemeckis,429,2
108,2.35,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,364,388,100,Elijah Wood,George Miller,384,2
108,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,275,192,75,Matt Damon,Paul Greengrass,288,2
124,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8,351,276,85,Harrison Ford,Wolfgang Petersen,315,2
116,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,248,244,85,George Clooney,Steven Soderbergh,450,3
91,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,364,217,85,Adam Sandler,Genndy Tartakovsky,358,2
107,2.35,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,312,166,85,Amy Adams,Kevin Lima,340,2
115,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,208,119,85,Denzel Washington,Daniel Espinosa,208,1
100,1.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,262,109,85,Glenn Close,Kevin Lima,183,1
104,2.35,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,151,258,75,Ben Stiller,Brett Ratner,152,1
138,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,249,173,85,Cameron Diaz,Nancy Meyers,194,1
140,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,220,388,90,Will Smith,Tony Scott,250,2
120,1.85,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,249,156,85,Meryl Streep,Nancy Meyers,219,1
122,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,64,194,85,George Clooney,Steven Soderbergh,311,2
83,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,197,100,85,Martin Lawrence,Roger Allers,197,1
139,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,143,317,85,Shailene Woodley,Neil Burger,288,2
131,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9,114,81,68,Jude Law,Jean-Jacques Annaud,96,1
104,2.35,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,9,208,178,85,Dwayne Johnson,Peter Berg,80,1
130,2.35,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,95,178,70,Arnold Schwarzenegger,John McTiernan,137,1
145,2.35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,314,162,85,Zhang Ziyi,Rob Marshall,162,1
104,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,282,158,85,Lucas Black,Justin Lin,158,1
178,1.85,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,126,193,90,Brad Pitt,Martin Brest,142,1
108,1.85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,126,178,85,Arnold Schwarzenegger,Andrew Davis,78,1
123,1.85,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,28,177,70,Roy Scheider,Bob Fosse,37,1
106,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,136,159,85,Julia Roberts,Tarsem Singh,183,1
112,1.85,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,47,268,60,Michael Cera,Edgar Wright,47,1
135,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,75,45,60,Aaron Eckhart,Jon Amiel,74,1
109,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,130,118,65,Eddie Murphy,Peter Segal,123,1
86,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,331,125,84,Freddie Prinze Jr.,Raja Gosnell,275,2
107,1.85,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,173,217,70,Adam Sandler,Frank Coraci,237,2
130,1.85,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,210,80,Hal Holbrook,George A. Romero,21,1
88,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,241,129,85,Hayden Christensen,Doug Liman,222,2
120,1.85,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,205,129,85,Ron Perlman,Guillermo del Toro,160,1
162,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,9,219,71,65,Jake Gyllenhaal,David Fincher,84,1
123,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,9,48,178,82,Arnold Schwarzenegger,Roger Spottiswoode,96,1
101,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,189,187,81,Jim Carrey,Tom Shadyac,84,1
113,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,265,197,80,Sylvester Stallone,Sylvester Stallone,274,2
110,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,235,486,80,Tom Cruise,Brian De Palma,457,4
142,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,10,438,488,78,Jennifer Lawrence,Gary Ross,691,4
102,2.35,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,238,242,80,Bradley Cooper,Todd Phillips,254,2
126,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,288,190,80,Michael Keaton,Tim Burton,280,2
83,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,9,221,204,80,Bruce Willis,Tim Johnson,343,2
85,1.66,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,314,145,80,Chris Sanders,Dean DeBlois,145,1
97,1.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,88,159,70,Julia Roberts,Gary Winick,144,1
120,2.35,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,65,56,75,Robert Duvall,Mimi Leder,140,1
116,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,75,154,84,Bruce Willis,Dean Parisot,90,1
113,2.35,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,167,82,Adam Sandler,Peter Segal,190,1
87,1.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7,361,209,75,Jason Lee,Mike Mitchell,342,2
101,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,153,167,80,Adam Sandler,Dennis Dugan,246,1
110,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,130,253,80,Steve Carell,Peter Segal,230,1
128,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,299,169,80,Jack Nicholson,Nancy Meyers,266,2
138,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,150,303,80,Leonardo DiCaprio,Martin Scorsese,294,2
91,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,9,354,209,75,Robin Williams,Chris Wedge,260,2
138,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9,223,118,80,John Travolta,John Woo,245,1
99,2.35,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,110,167,80,Adam Sandler,Adam Shankman,212,1
117,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,156,313,80,Tom Hanks,Sam Mendes,181,1
117,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,167,80,Adam Sandler,Dennis Dugan,214,1
123,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,135,122,75,Nicolas Cage,Simon West,224,1
118,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,146,338,80,Shia LaBeouf,D.J. Caruso,178,1
154,2.35,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,9,177,81,79,Jude Law,Anthony Minghella,173,1
118,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,865,119,80,Denzel Washington,Albert Hughes,157,1
90,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,79,159,80,Robin Williams,Les Mayfield,177,1
113,2.35,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,251,213,80,Liam Neeson,Jan de Bont,91,1
88,1.77,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,250,135,80,Michael Jordan,Joe Pytka,250,1
93,1.85,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,201,56,65,Steve Martin,Shawn Levy,70,1
104,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,113,165,80,Keanu Reeves,Scott Derrickson,233,1
135,2.35,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,143,240,75,Mel Gibson,Richard Donner,136,1
134,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,182,193,68,Brad Pitt,David Ayer,211,1
98,2.35,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,113,226,70,Harrison Ford,Ivan Reitman,164,1
80,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,151,8,80,Dan Aykroyd,Eric Brevig,201,1
83,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,122,142,80,Matt Damon,Kelly Asbury,122,1
102,2.35,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,123,131,80,Kevin James,Frank Coraci,169,1
130,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3,70,153,80,Gary Oldman,Stephen Hopkins,136,1
129,1.85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,115,119,80,Denzel Washington,Jonathan Demme,96,1
89,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,414,267,80,Adam Sandler,Genndy Tartakovsky,473,3
74,1.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,90,56,80,Steve Martin,James Algar,90,1
96,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,127,81,80,Guy Pearce,Simon Wells,123,1
114,1.85,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,18,32,90,Charlize Theron,Ron Underwood,80,1
99,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,132,118,80,John Travolta,Dominic Sena,147,1
129,2.35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,165,139,75,Antonio Banderas,Martin Campbell,142,1
113,2.35,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,71,159,85,Robin Williams,Vincent Ward,71,1
90,1.85,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,167,80,Adam Sandler,Steven Brill,92,1
118,1.85,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,52,93,88,Heath Ledger,Terry Gilliam,105,1
106,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9,238,119,70,Jack Nicholson,Tim Burton,101,1
117,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,9,73,58,60,Alec Baldwin,Lee Tamahori,43,1
89,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9,202,154,80,Bruce Willis,Jonathan Mostow,122,1
145,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,89,99,80,Kevin Costner,Roger Donaldson,34,1
114,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,9,150,147,80,Sylvester Stallone,Rob Cohen,159,1
119,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,21,118,44,John Travolta,Roger Christian,21,1
118,2.35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,314,53,80,Judi Dench,Rob Marshall,53,1
116,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,143,90,80,Paul Walker,Richard Donner,19,1
177,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,170,99,80,Kevin Costner,Kevin Costner,17,1
106,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,100,338,90,Vin Diesel,Breck Eisner,146,1
106,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,33,92,70,Val Kilmer,Antony Hoffman,33,1
135,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,332,284,58,Russell Crowe,Ron Howard,313,3
73,1.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,514,538,45,Jonathan Taylor Thomas,Roger Allers,788,5
94,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,6,414,278,79,Dwayne Johnson,Brad Peyton,355,3
95,2.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,9,298,295,78,Bill Hader,Cody Cameron,248,2
136,2.35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9,211,54,100,Viggo Mortensen,Joe Johnston,108,1
91,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,153,167,79,Adam Sandler,Dennis Dugan,149,1
107,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,137,140,76,Paul Walker,John Singleton,236,2
99,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,15,40,80,Nicole Kidman,Oliver Hirschbiegel,15,1
92,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,9,35,35,76,Rene Russo,Des McAnuff,35,1
110,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,155,104,78,Sean Connery,Stephen Norrington,179,1
98,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,11,514,453,76,Steve Carell,Pierre Coffin,970,5
154,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,11,514,538,75,Will Smith,Roland Emmerich,816,5
129,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,364,211,73,Jeff Goldblum,Steven Spielberg,229,2
86,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7,414,358,75,Ben Stiller,Eric Darnell,532,3
109,1.85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,69,49,76,Clive Owen,Alfonso Cuarón,69,1
104,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,364,175,75,Patrick Stewart,Bryan Singer,296,2
110,2.35,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,204,265,75,Angelina Jolie,Timur Bekmambetov,258,2
136,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,414,204,75,Sean Connery,Michael Bay,335,3
115,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,6,464,488,80,Ray Romano,Carlos Saldanha,660,4
99,2.35,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130,167,75,Adam Sandler,Peter Segal,196,1
117,2.35,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,110,118,75,John Travolta,Adam Shankman,90,1
125,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,79,78,50,Stellan Skarsgård,Renny Harlin,78,1
110,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,60,23,75,Matthew Broderick,David Kellogg,70,1
125,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,171,222,75,Jesse Eisenberg,Louis Leterrier,117,1
102,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,203,217,80,Adam Sandler,Dennis Dugan,271,2
128,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,364,363,60,Tom Hanks,Steven Spielberg,219,2
100,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,107,44,35,Emma Roberts,Thor Freudenthal,73,1
124,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,165,215,75,Chris O'Donnell,Martin Campbell,215,1
102,1.85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,51,313,75,Tom Hanks,Mike Nichols,119,1
90,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7,286,438,75,Will Smith,Bibo Bergeron,367,3
130,2.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,199,131,70,Jamie Foxx,Bill Condon,154,1
118,2.4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,118,53,John Travolta,F. Gary Gray,95,1
142,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,97,154,70,Bruce Willis,Antoine Fuqua,85,1
100,2.35,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,106,125,75,Katherine Heigl,Robert Luketic,98,1
116,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,314,262,75,Henry Cavill,Guy Ritchie,108,1
131,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,167,80,Adam Sandler,James L. Brooks,55,1
91,2.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,79,140,75,Ryan Newman,Gil Kenan,140,1
123,2.35,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,85,154,80,Bruce Willis,Barry Levinson,67,1
134,1.85,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,238,104,55,Sean Connery,Jerry Zucker,127,1
148,2.35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,143,144,75,Jodie Foster,Andy Tennant,90,1
110,1.85,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,186,129,75,Mickey Rourke,Tarsem Singh,226,2
113,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,9,77,154,52,Bruce Willis,Florent-Emilio Siri,77,1
94,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,88,142,75,Matt Damon,Don Bluth,36,1
116,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,30,226,75,Harrison Ford,Ron Shelton,51,1
84,2.35,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,58,38,80,Lou Taylor Pucci,David Pastor,5,1
93,1.85,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,65,121,75,Brendan Fraser,Henry Selick,5,1
113,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,139,145,45,Dennis Quaid,John Moore,21,1
106,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,322,204,75,Bruce Willis,M. Night Shyamalan,248,2
91,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,11,514,353,74,Sandra Bullock,Kyle Balda,1156,5
128,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,314,44,82,Emily Browning,Zack Snyder,89,1
98,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,85,122,69,Nicolas Cage,Brian De Palma,103,1
134,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,85,150,75,Dustin Hoffman,Barry Levinson,13,1
97,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,7,364,359,73,Jason Sudeikis,Clay Kaytis,349,2
112,2.35,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,143,109,70,Matthew McConaughey,Andy Tennant,111,1
